route_id,airline,origin_iata,origin_airport,origin_city,origin_country,origin_latitude,origin_longitude,destination_iata,destination_airport,destination_city,destination_country,destination_latitude,destination_longitude,region,distance_km,route_type,route_scope,summer_2026_status,point_type,path_order,latitude,longitude
QR-DOH-LUN,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,LUN,Kenneth Kaunda International Airport,Lusaka,ZM,-15.330833,28.452722,Africa,5165,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Origin,1,25.273056,51.608056
QR-DOH-MAA,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,MAA,Chennai International Airport,Chennai,IN,12.990005,80.169296,Asia-Pacific,3286,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Origin,1,25.273056,51.608056
QR-DOH-MAD,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,MAD,Adolfo Suárez Madrid–Barajas Airport,Madrid,ES,40.493407,-3.572249,Europe,5331,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Origin,1,25.273056,51.608056
QR-DOH-MAN,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,MAN,Manchester Airport,"Manchester, Greater Manchester",GB,53.349375,-2.279521,Europe,5410,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Origin,1,25.273056,51.608056
QR-DOH-MCT,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,MCT,Muscat International Airport,Muscat/Seeb,OM,23.600218,58.285268,Middle East,701,Short-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Origin,1,25.273056,51.608056
QR-DOH-MED,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,MED,Prince Mohammad Bin Abdulaziz Airport,Medina,SA,24.5534,39.705101,Middle East,1203,Short-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Origin,1,25.273056,51.608056
QR-DOH-MEL,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,MEL,Melbourne Airport,Melbourne,AU,-37.670732,144.837898,Asia-Pacific,11957,Long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Origin,1,25.273056,51.608056
QR-DOH-MIA,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,MIA,Miami International Airport,Miami,US,25.796011,-80.289751,Americas,12340,Ultra-long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Origin,1,25.273056,51.608056
QR-DOH-MLE,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,MLE,Velana International Airport,Malé,MV,4.19183,73.529099,Asia-Pacific,3312,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Origin,1,25.273056,51.608056
QR-DOH-MNL,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,MNL,Ninoy Aquino International Airport,Manila (Pasay),PH,14.5086,121.019997,Asia-Pacific,7282,Long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Origin,1,25.273056,51.608056
QR-DOH-MPM,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,MPM,Maputo Airport,Maputo,MZ,-25.920799,32.572601,Africa,6048,Long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Origin,1,25.273056,51.608056
QR-DOH-MUN,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,MUN,José Tadeo Monagas International Airport,Maturín,VE,9.749023,-63.153348,Americas,11955,Long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Origin,1,25.273056,51.608056
QR-DOH-MUX,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,MUX,Multan International Airport,Multan,PK,30.203199,71.419098,Asia-Pacific,2022,Short-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Origin,1,25.273056,51.608056
QR-DOH-MXP,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,MXP,Milan Malpensa International Airport,Ferno (VA),IT,45.6306,8.72811,Europe,4423,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Origin,1,25.273056,51.608056
QR-DOH-NBJ,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,NBJ,Dr. Antonio Agostinho Neto International Airport,Luanda (Ícolo e Bengo),AO,-9.050734,13.499078,Africa,5620,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Origin,1,25.273056,51.608056
QR-DOH-NBO,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,NBO,Jomo Kenyatta International Airport,Nairobi,KE,-1.318886,36.928233,Africa,3353,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Origin,1,25.273056,51.608056
QR-DOH-NCE,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,NCE,Nice-Côte d'Azur Airport,"Nice, Alpes-Maritimes",FR,43.658401,7.21587,Europe,4486,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Origin,1,25.273056,51.608056
QR-DOH-NRT,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,NRT,Narita International Airport,Narita,JP,35.76858,140.388714,Asia-Pacific,8298,Long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Origin,1,25.273056,51.608056
QR-DOH-ORD,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,ORD,Chicago O'Hare International Airport,Chicago,US,41.9786,-87.9048,Americas,11458,Long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Origin,1,25.273056,51.608056
QR-DOH-OSL,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,OSL,Oslo-Gardermoen International Airport,Oslo (Gardermoen),NO,60.193901,11.1004,Europe,4958,Medium-haul,Qatar Airways network destination from Doha,Returning / announced (2026-06-16),Origin,1,25.273056,51.608056
QR-DOH-OTP,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,OTP,Bucharest Henri Coandă International Airport,Otopeni,RO,44.571792,26.103285,Europe,3139,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Origin,1,25.273056,51.608056
QR-DOH-PEN,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,PEN,Penang International Airport,Penang,MY,5.296303,100.276185,Asia-Pacific,5632,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Origin,1,25.273056,51.608056
QR-DOH-PER,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,PER,Perth International Airport,Perth,AU,-31.94029998779297,115.96700286865234,Asia-Pacific,9330,Long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Origin,1,25.273056,51.608056
QR-DOH-PEW,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,PEW,Bacha Khan International Airport,Peshawar,PK,33.9939,71.514603,Asia-Pacific,2149,Short-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Origin,1,25.273056,51.608056
QR-DOH-PHL,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,PHL,Philadelphia International Airport,Philadelphia,US,39.871899,-75.241096,Americas,10919,Long-haul,Qatar Airways network destination from Doha,Returning / announced (2026-08-01),Origin,1,25.273056,51.608056
QR-DOH-PKX,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,PKX,Beijing Daxing International Airport,Beijing,CN,39.501289,116.413967,Asia-Pacific,6154,Long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Origin,1,25.273056,51.608056
QR-DOH-PRG,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,PRG,Václav Havel Airport Prague,Prague,CZ,50.100874,14.259911,Europe,4219,Medium-haul,Qatar Airways network destination from Doha,Returning / announced (2026-06-16),Origin,1,25.273056,51.608056
QR-DOH-PVG,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,PVG,Shanghai Pudong International Airport,Shanghai (Pudong),CN,31.1434,121.805,Asia-Pacific,6796,Long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Origin,1,25.273056,51.608056
QR-DOH-PZU,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,PZU,Port Sudan New International Airport,Port Sudan,SD,19.434558,37.234125,Africa,1613,Short-haul,Qatar Airways network destination from Doha,Returning / announced (2026-07-02),Origin,1,25.273056,51.608056
QR-DOH-RAK,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,RAK,Marrakesh Menara Airport,Marrakesh,MA,31.604807,-8.035788,Africa,5804,Medium-haul,Qatar Airways network destination from Doha,Returning / announced (2026-06-16),Origin,1,25.273056,51.608056
QR-DOH-RSI,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,RSI,Red Sea International Airport,Hanak,SA,25.627975,37.088914,Middle East,1458,Short-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Origin,1,25.273056,51.608056
QR-DOH-RUH,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,RUH,King Khalid International Airport,Riyadh,SA,24.9576,46.698799,Middle East,495,Short-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Origin,1,25.273056,51.608056
QR-DOH-SEA,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,SEA,Seattle–Tacoma International Airport,Seattle,US,47.447943,-122.310276,Americas,11906,Long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Origin,1,25.273056,51.608056
QR-DOH-SEZ,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,SEZ,Seychelles International Airport,Victoria,SC,-4.67434,55.521801,Africa,3357,Medium-haul,Qatar Airways network destination from Doha,Returning / announced (2026-06-16),Origin,1,25.273056,51.608056
QR-DOH-SFO,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,SFO,San Francisco International Airport,San Francisco,US,37.619806,-122.374821,Americas,12994,Ultra-long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Origin,1,25.273056,51.608056
QR-DOH-SGN,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,SGN,Tan Son Nhat International Airport,Ho Chi Minh City,VN,10.8188,106.652,Asia-Pacific,5995,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Origin,1,25.273056,51.608056
QR-DOH-SIN,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,SIN,Singapore Changi Airport,Singapore,SG,1.35019,103.994003,Asia-Pacific,6207,Long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Origin,1,25.273056,51.608056
QR-DOH-SJJ,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,SJJ,Sarajevo International Airport,Sarajevo,BA,43.8246,18.331499,Europe,3641,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Origin,1,25.273056,51.608056
QR-DOH-SKT,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,SKT,Sialkot International Airport,Sialkot,PK,32.535941,74.364623,Asia-Pacific,2352,Short-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Origin,1,25.273056,51.608056
QR-DOH-SLL,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,SLL,Salalah International Airport,Salalah,OM,17.0387,54.091301,Middle East,951,Short-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Origin,1,25.273056,51.608056
QR-DOH-SVO,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,SVO,Sheremetyevo International Airport,Moscow,RU,55.976858,37.41121,Europe,3602,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Origin,1,25.273056,51.608056
QR-DOH-SYD,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,SYD,Sydney Kingsford Smith International Airport,Sydney (Mascot),AU,-33.946098,151.177002,Asia-Pacific,12375,Ultra-long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Origin,1,25.273056,51.608056
QR-DOH-TAS,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,TAS,Tashkent International Airport,Tashkent,UZ,41.2579,69.281197,Caucasus & Central Asia,2411,Short-haul,Qatar Airways network destination from Doha,Returning / announced (2026-06-16),Origin,1,25.273056,51.608056
QR-DOH-TBS,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,TBS,Tbilisi International Airport,Tbilisi,GE,41.669201,44.9547,Caucasus & Central Asia,1923,Short-haul,Qatar Airways network destination from Doha,Returning / announced (2026-06-16),Origin,1,25.273056,51.608056
QR-DOH-TFU,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,TFU,Chengdu Tianfu International Airport,Chengdu (Jianyang),CN,30.31252,104.441284,Asia-Pacific,5182,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Origin,1,25.273056,51.608056
QR-DOH-TRV,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,TRV,Thiruvananthapuram International Airport,Thiruvananthapuram,IN,8.481889,76.920029,Asia-Pacific,3265,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Origin,1,25.273056,51.608056
QR-DOH-TUN,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,TUN,Tunis Carthage International Airport,Tunis,TN,36.851002,10.2272,Africa,4110,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Origin,1,25.273056,51.608056
QR-DOH-TZX,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,TZX,Trabzon International Airport,Trabzon,TR,40.995098,39.7897,Europe,2061,Short-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Origin,1,25.273056,51.608056
QR-DOH-ULH,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,ULH,Al-Ula International Airport,Al-Ula,SA,26.483634,38.117048,Middle East,1356,Short-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Origin,1,25.273056,51.608056
QR-DOH-VIE,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,VIE,Vienna International Airport,Vienna,AT,48.110298,16.5697,Europe,3969,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Origin,1,25.273056,51.608056
QR-DOH-WAW,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,WAW,Warsaw Chopin Airport,Warsaw,PL,52.165699,20.9671,Europe,3944,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Origin,1,25.273056,51.608056
QR-DOH-YUL,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montréal,CA,45.467837,-73.742294,Americas,10407,Long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Origin,1,25.273056,51.608056
QR-DOH-YYZ,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,YYZ,Toronto Pearson International Airport,Toronto,CA,43.675935,-79.629421,Americas,10879,Long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Origin,1,25.273056,51.608056
QR-DOH-ZAG,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,ZAG,Zagreb Franjo Tuđman International Airport,Velika Gorica,HR,45.742901,16.0688,Europe,3890,Medium-haul,Qatar Airways network destination from Doha,Returning / announced (2026-06-16),Origin,1,25.273056,51.608056
QR-DOH-ZRH,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,ZRH,Zürich Airport,Zurich,CH,47.458056,8.548056,Europe,4495,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Origin,1,25.273056,51.608056
QR-DOH-ABJ,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,ABJ,Félix-Houphouët-Boigny International Airport,Abidjan,CI,5.26139,-3.92629,Africa,6307,Long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,5.26139,-3.92629
QR-DOH-ABV,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,ABV,Nnamdi Azikiwe International Airport,Abuja,NG,9.00679,7.26317,Africa,5018,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,9.00679,7.26317
QR-DOH-ACC,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,ACC,Kotoka International Airport,Accra,GH,5.605189800262451,-0.1667860001325607,Africa,5919,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,5.605189800262451,-0.1667860001325607
QR-DOH-ADD,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,ADD,Addis Ababa Bole International Airport,Addis Ababa,ET,8.97789,38.799301,Africa,2263,Short-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,8.97789,38.799301
QR-DOH-ADL,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,ADL,Adelaide International Airport,Adelaide,AU,-34.947512,138.533393,Asia-Pacific,11322,Long-haul,Qatar Airways network destination from Doha,Returning / announced (2026-06-16),Destination,2,-34.947512,138.533393
QR-DOH-AGP,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,AGP,Málaga-Costa del Sol Airport,Málaga,ES,36.6749,-4.49911,Europe,5420,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,36.6749,-4.49911
QR-DOH-AHB,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,AHB,Abha International Airport,Abha,SA,18.2404,42.656601,Middle East,1210,Short-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,18.2404,42.656601
QR-DOH-AKL,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,AKL,Auckland International Airport,Auckland,NZ,-37.01199,174.786331,Asia-Pacific,14534,Ultra-long-haul,Qatar Airways network destination from Doha,Returning / announced (2026-06-16),Destination,2,-37.01199,174.786331
QR-DOH-ALA,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,ALA,Almaty International Airport,Almaty,KZ,43.354267,77.042828,Caucasus & Central Asia,3060,Medium-haul,Qatar Airways network destination from Doha,Returning / announced (2026-06-16),Destination,2,43.354267,77.042828
QR-DOH-ALG,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,ALG,Houari Boumediene Airport,Algiers,DZ,36.693886,3.214531,Africa,4732,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,36.693886,3.214531
QR-DOH-AMD,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,AMD,Sardar Vallabh Patel International Airport,Ahmedabad,IN,23.0772,72.634697,Asia-Pacific,2145,Short-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,23.0772,72.634697
QR-DOH-AMS,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,AMS,Amsterdam Airport Schiphol,Amsterdam,NL,52.308601,4.76389,Europe,4923,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,52.308601,4.76389
QR-DOH-ARN,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,ARN,Stockholm-Arlanda Airport,Stockholm,SE,59.64849,17.928829,Europe,4617,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,59.64849,17.928829
QR-DOH-ATH,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,ATH,Athens Eleftherios Venizelos International Airport,Spata-Artemida,GR,37.936401,23.9445,Europe,2958,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,37.936401,23.9445
QR-DOH-ATQ,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,ATQ,Sri Guru Ram Das Ji International Airport,Amritsar,IN,31.7096,74.797302,Asia-Pacific,2371,Short-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,31.7096,74.797302
QR-DOH-AYT,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,AYT,Antalya International Airport,Antalya,TR,36.898701,30.800501,Europe,2357,Short-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,36.898701,30.800501
QR-DOH-BCN,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,BCN,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,ES,41.2971,2.07846,Europe,4862,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,41.2971,2.07846
QR-DOH-BEG,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,BEG,Belgrade Nikola Tesla Airport,Belgrade,RS,44.818401,20.309099,Europe,3546,Medium-haul,Qatar Airways network destination from Doha,Returning / announced (2026-06-16),Destination,2,44.818401,20.309099
QR-DOH-BER,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,BER,Berlin Brandenburg Airport,Berlin,DE,52.361738,13.502341,Europe,4382,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,52.361738,13.502341
QR-DOH-BHX,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,BHX,Birmingham Airport,"Birmingham, West Midlands",GB,52.453899,-1.74803,Europe,5352,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,52.453899,-1.74803
QR-DOH-BJV,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,BJV,Milas Bodrum International Airport,Bodrum,TR,37.249314,27.66401,Europe,2625,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,37.249314,27.66401
QR-DOH-BKK,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,BKK,Suvarnabhumi Airport,Bangkok,TH,13.6811,100.747002,Asia-Pacific,5280,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,13.6811,100.747002
QR-DOH-BLR,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,BLR,Kempegowda International Airport Bengaluru,Bengaluru,IN,13.1979,77.706299,Asia-Pacific,3043,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,13.1979,77.706299
QR-DOH-BNE,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,BNE,Brisbane International Airport,Brisbane,AU,-27.38419914245605,153.11700439453125,Asia-Pacific,12330,Ultra-long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,-27.38419914245605,153.11700439453125
QR-DOH-BOG,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,BOG,El Dorado International Airport,Bogota,CO,4.70159,-74.1469,Americas,13282,Ultra-long-haul,Qatar Airways network destination from Doha,Returning / announced (2026-07-22),Destination,2,4.70159,-74.1469
QR-DOH-BOM,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,BOM,Chhatrapati Shivaji Maharaj International Airport,Mumbai,IN,19.088699,72.867897,Asia-Pacific,2291,Short-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,19.088699,72.867897
QR-DOH-BOS,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,BOS,Boston Logan International Airport,Boston,US,42.36197,-71.0079,Americas,10470,Long-haul,Qatar Airways network destination from Doha,Returning / announced (2026-06-16),Destination,2,42.36197,-71.0079
QR-DOH-BRU,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,BRU,Brussels Airport,Zaventem,BE,50.901402,4.48444,Europe,4892,Medium-haul,Qatar Airways network destination from Doha,Returning / announced (2026-06-16),Destination,2,50.901402,4.48444
QR-DOH-BUD,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,BUD,Budapest Liszt Ferenc International Airport,Budapest,HU,47.43018,19.262393,Europe,3756,Medium-haul,Qatar Airways network destination from Doha,Returning / announced (2026-06-16),Destination,2,47.43018,19.262393
QR-DOH-CAI,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,CAI,Cairo International Airport,Cairo,EG,30.111534,31.396694,Africa,2058,Short-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,30.111534,31.396694
QR-DOH-CAN,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,CAN,Guangzhou Baiyun International Airport,Guangzhou (Huadu),CN,23.392401,113.299004,Asia-Pacific,6197,Long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,23.392401,113.299004
QR-DOH-CCS,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,CCS,Maiquetía Simón Bolívar International Airport,Maiquetía,VE,10.602214,-66.991174,Americas,12265,Ultra-long-haul,Qatar Airways network destination from Doha,Returning / announced (2026-07-22),Destination,2,10.602214,-66.991174
QR-DOH-CCU,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,CCU,Netaji Subhash Chandra Bose International Airport,Kolkata,IN,22.654012,88.44765,Asia-Pacific,3743,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,22.654012,88.44765
QR-DOH-CDG,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,CDG,Charles de Gaulle International Airport,"Paris (Roissy-en-France, Val-d'Oise)",FR,49.00896,2.554117,Europe,4969,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,49.00896,2.554117
QR-DOH-CGK,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,CGK,Soekarno-Hatta International Airport,Jakarta,ID,-6.12557,106.655998,Asia-Pacific,6894,Long-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,-6.12557,106.655998
QR-DOH-CKG,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,CKG,Chongqing Jiangbei International Airport,Chongqing,CN,29.712254,106.651895,Asia-Pacific,5402,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,29.712254,106.651895
QR-DOH-CMB,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,CMB,Bandaranaike International Colombo Airport,Colombo,LK,7.180759906768799,79.88410186767578,Asia-Pacific,3613,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,7.180759906768799,79.88410186767578
QR-DOH-CMN,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,CMN,Mohammed V International Airport,Casablanca,MA,33.3675,-7.58997,Africa,5734,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,33.3675,-7.58997
QR-DOH-COK,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,COK,Cochin International Airport,Kochi,IN,10.151047,76.400838,Asia-Pacific,3108,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,10.151047,76.400838
QR-DOH-CPH,Qatar Airways,DOH,Hamad International Airport,Doha,QA,25.273056,51.608056,CPH,Copenhagen Kastrup Airport,Copenhagen,DK,55.617900848389,12.656000137329,Europe,4610,Medium-haul,Qatar Airways network destination from Doha,On official Apr-2026 network map,Destination,2,55.617900848389,12.656000137329
